Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
4229349-50.2025.8.19.2954,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,18120.64,0.0,0,1,1,1,1,1
5703038-94.2025.8.10.3157,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,24796.08,15130.73,0,1,0,1,1,1
2961959-34.2025.8.07.5432,DF,Não reconhece operação,Genérico,Êxito,Improcedência,20147.27,0.0,1,1,1,1,0,0
2451012-43.2025.8.22.9743,RO,Não reconhece operação,Genérico,Êxito,Improcedência,13965.24,0.0,1,0,0,0,1,0
6361133-40.2025.8.09.7944,GO,Não reconhece operação,Genérico,Êxito,Extinção,17205.34,0.0,1,1,1,0,1,1
3215291-62.2025.8.07.6522,DF,Não reconhece operação,Golpe,Não Êxito,Procedência,21914.07,14664.28,1,0,1,1,1,0
3852880-69.2025.8.26.2573,SP,Não reconhece operação,Genérico,Êxito,Extinção,10320.83,0.0,1,0,1,0,1,1
2073197-91.2025.8.14.3845,PA,Não reconhece operação,Genérico,Êxito,Extinção,24865.75,0.0,1,1,0,1,0,1
5414870-76.2025.8.02.3951,AL,Não reconhece operação,Golpe,Êxito,Improcedência,11181.16,0.0,0,1,0,0,1,0
1401561-22.2025.8.14.0838,PA,Não reconhece operação,Golpe,Êxito,Improcedência,19399.7,0.0,0,1,1,1,1,1
7555824-27.2025.8.11.2249,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15014.58,12010.26,0,0,1,1,1,1
8077034-67.2025.8.24.5928,SC,Não reconhece operação,Golpe,Não Êxito,Procedência,14732.28,12764.04,0,1,1,0,0,1
7239821-66.2025.8.20.6342,RN,Não reconhece operação,Genérico,Não Êxito,Procedência,8589.01,7328.15,0,0,1,0,0,0
4002202-61.2025.8.06.7585,CE,Não reconhece operação,Golpe,Êxito,Improcedência,19435.15,0.0,1,0,1,0,1,1
5519868-51.2025.8.05.4668,BA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8660.43,7974.53,0,1,1,1,1,1
8132734-46.2025.8.18.3647,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,7902.76,5236.6,0,1,0,0,0,1
9803187-29.2025.8.02.9271,AL,Não reconhece operação,Golpe,Não Êxito,Procedência,20672.67,20672.67,0,1,0,0,0,1
7552358-46.2025.8.09.9603,GO,Não reconhece operação,Golpe,Êxito,Improcedência,23763.49,0.0,1,1,0,1,1,1
8464594-46.2025.8.03.7020,AP,Não reconhece operação,Genérico,Êxito,Improcedência,11708.13,0.0,1,0,1,1,1,1
4839911-14.2025.8.01.0586,AC,Não reconhece operação,Golpe,Êxito,Improcedência,19904.29,0.0,0,1,1,1,1,1
6883347-47.2025.8.25.5623,SE,Não reconhece operação,Golpe,Êxito,Improcedência,18890.62,0.0,1,1,1,1,1,1
2809159-15.2025.8.04.0708,AM,Não reconhece operação,Genérico,Êxito,Improcedência,14533.13,0.0,1,1,1,0,1,0
2332078-96.2025.8.01.0839,AC,Não reconhece operação,Golpe,Não Êxito,Procedência,21536.83,15436.21,1,0,0,1,0,0
1817350-36.2025.8.26.9796,SP,Não reconhece operação,Golpe,Êxito,Improcedência,14179.33,0.0,1,1,0,1,1,1
7532133-49.2025.8.06.6274,CE,Não reconhece operação,Golpe,Êxito,Improcedência,17521.65,0.0,1,0,1,1,0,1
3953180-12.2025.8.21.0351,RS,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,8830.15,4322.4,0,1,1,0,1,1
7514293-29.2025.8.01.8465,AC,Não reconhece operação,Genérico,Não Êxito,Procedência,9039.87,4729.95,0,1,0,1,1,1
9851436-60.2025.8.05.5477,BA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,20718.51,19876.03,0,0,1,0,1,1
6799122-66.2025.8.04.8658,AM,Não reconhece operação,Golpe,Êxito,Improcedência,17686.87,0.0,1,1,1,1,1,1
1830504-59.2025.8.20.1836,RN,Não reconhece operação,Golpe,Êxito,Improcedência,14283.18,0.0,1,1,0,1,0,1
6922658-25.2025.8.18.2086,PI,Não reconhece operação,Golpe,Êxito,Extinção,24343.68,0.0,1,1,1,0,1,1
5062810-72.2025.8.11.4425,MT,Não reconhece operação,Golpe,Êxito,Improcedência,24292.01,0.0,1,1,1,1,1,1
7780903-45.2025.8.07.6070,DF,Não reconhece operação,Genérico,Êxito,Improcedência,17137.12,0.0,1,1,0,0,0,1
6719010-70.2025.8.04.9228,AM,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,7839.53,5953.33,0,1,0,1,1,0
2531358-34.2025.8.17.7247,PE,Não reconhece operação,Golpe,Êxito,Improcedência,14434.6,0.0,0,1,1,1,1,1
7859439-17.2025.8.07.2738,DF,Não reconhece operação,Genérico,Êxito,Extinção,10896.85,0.0,1,1,1,1,0,1
5144710-29.2025.8.17.1253,PE,Não reconhece operação,Genérico,Êxito,Extinção,15421.42,0.0,1,1,0,0,1,1
1766965-80.2025.8.19.1316,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,10387.94,0.0,1,1,1,1,1,1
3538355-51.2025.8.21.3516,RS,Não reconhece operação,Golpe,Êxito,Improcedência,9112.51,0.0,1,1,1,1,1,1
8459782-98.2025.8.14.4162,PA,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,3879.92,1890.02,1,0,1,1,1,1
4746509-92.2025.8.01.2532,AC,Não reconhece operação,Golpe,Êxito,Improcedência,15802.9,0.0,1,1,0,0,1,1
9953333-67.2025.8.08.1627,ES,Não reconhece operação,Genérico,Êxito,Extinção,3702.54,0.0,1,1,1,0,0,1
7770743-19.2025.8.24.4547,SC,Não reconhece operação,Golpe,Êxito,Extinção,13410.82,0.0,1,1,1,0,1,1
9075042-60.2025.8.15.3958,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18389.49,6514.6,0,0,1,1,0,0
9699811-65.2025.8.18.6205,PI,Não reconhece operação,Genérico,Êxito,Improcedência,11438.99,0.0,1,1,1,1,1,1
4533307-91.2025.8.11.7646,MT,Não reconhece operação,Golpe,Não Êxito,Procedência,9659.12,4285.31,1,0,0,0,1,1
5838654-48.2025.8.05.2275,BA,Não reconhece operação,Golpe,Êxito,Improcedência,14649.28,0.0,1,0,1,0,1,1
4472701-65.2025.8.25.5454,SE,Não reconhece operação,Golpe,Êxito,Improcedência,10916.36,0.0,1,1,1,0,1,0
2804247-77.2025.8.22.6292,RO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15893.19,10214.97,1,0,0,0,1,1
5633032-73.2025.8.27.3310,TO,Não reconhece operação,Golpe,Êxito,Extinção,9914.27,0.0,0,1,1,0,0,1
9169056-69.2025.8.24.0952,SC,Não reconhece operação,Golpe,Êxito,Extinção,14469.46,0.0,0,0,1,1,0,1
8677297-18.2025.8.08.3844,ES,Não reconhece operação,Golpe,Êxito,Improcedência,13282.36,0.0,1,0,1,1,1,0
6077880-11.2025.8.07.3938,DF,Não reconhece operação,Golpe,Não Êxito,Procedência,14925.66,14006.9,1,0,0,0,1,1
3090872-81.2025.8.07.4461,DF,Não reconhece operação,Golpe,Êxito,Extinção,23005.61,0.0,1,1,0,1,0,1
2010622-94.2025.8.25.8438,SE,Não reconhece operação,Genérico,Êxito,Improcedência,15962.63,0.0,1,1,0,1,1,1
7416034-75.2025.8.17.1727,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17457.42,13135.38,1,1,1,1,1,1
9094782-80.2025.8.11.2898,MT,Não reconhece operação,Golpe,Êxito,Extinção,11916.44,0.0,0,1,1,1,1,1
6689304-91.2025.8.27.6554,TO,Não reconhece operação,Golpe,Êxito,Improcedência,16077.68,0.0,1,1,1,0,1,1
8013287-42.2025.8.18.6794,PI,Não reconhece operação,Golpe,Êxito,Improcedência,13633.78,0.0,1,1,0,0,1,1
9550416-86.2025.8.25.0326,SE,Não reconhece operação,Genérico,Êxito,Extinção,15127.71,0.0,1,1,1,1,0,1
9696544-98.2025.8.27.6090,TO,Não reconhece operação,Golpe,Êxito,Improcedência,18166.46,0.0,1,1,0,1,1,1
8932158-72.2025.8.04.4035,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12527.63,11627.29,0,1,0,1,1,0
5714417-64.2025.8.10.5866,MA,Não reconhece operação,Genérico,Êxito,Improcedência,13029.05,0.0,1,1,1,0,0,1
1482238-45.2025.8.20.8207,RN,Não reconhece operação,Genérico,Êxito,Extinção,12595.44,0.0,1,1,1,1,1,0
6217699-20.2025.8.23.2745,RR,Não reconhece operação,Genérico,Êxito,Improcedência,12500.71,0.0,1,1,1,1,1,0
4251657-35.2025.8.05.4976,BA,Não reconhece operação,Genérico,Êxito,Improcedência,15832.23,0.0,0,1,1,1,1,1
4046948-33.2025.8.09.4660,GO,Não reconhece operação,Genérico,Êxito,Improcedência,13196.19,0.0,1,1,0,1,0,1
1137335-62.2025.8.15.0256,PB,Não reconhece operação,Golpe,Êxito,Improcedência,22332.42,0.0,1,0,1,1,1,1
4305266-28.2025.8.23.8320,RR,Não reconhece operação,Golpe,Êxito,Improcedência,28128.41,0.0,1,1,0,0,1,1
5317229-75.2025.8.03.8996,AP,Não reconhece operação,Golpe,Êxito,Improcedência,12195.39,0.0,1,1,1,1,1,1
2592640-78.2025.8.18.1042,PI,Não reconhece operação,Golpe,Êxito,Improcedência,16424.82,0.0,0,1,1,1,0,1
2299173-16.2025.8.09.3163,GO,Não reconhece operação,Golpe,Êxito,Extinção,20075.53,0.0,1,1,0,1,0,1
3352423-63.2025.8.06.1592,CE,Não reconhece operação,Golpe,Êxito,Improcedência,13678.21,0.0,1,1,0,1,1,1
5577062-59.2025.8.14.1631,PA,Não reconhece operação,Golpe,Êxito,Improcedência,10102.88,0.0,1,1,1,1,0,1
6829674-50.2025.8.12.1977,MS,Não reconhece operação,Genérico,Êxito,Improcedência,23511.12,0.0,1,1,0,0,1,0
8867392-20.2025.8.16.9318,PR,Não reconhece operação,Genérico,Êxito,Improcedência,18349.05,0.0,1,1,0,1,0,1
4688828-16.2025.8.09.9111,GO,Não reconhece operação,Golpe,Não Êxito,Procedência,16545.95,11536.87,0,1,0,0,1,1
1292948-73.2025.8.21.2098,RS,Não reconhece operação,Golpe,Êxito,Extinção,22099.67,0.0,1,1,0,1,1,1
4210645-94.2025.8.04.8299,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18761.6,10195.03,1,0,1,0,0,1
7911657-69.2025.8.24.7029,SC,Não reconhece operação,Golpe,Êxito,Improcedência,14746.98,0.0,1,1,1,1,1,0
9791698-57.2025.8.01.9568,AC,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,10190.03,8454.27,0,1,0,1,1,1
8040914-64.2025.8.20.1896,RN,Não reconhece operação,Genérico,Êxito,Improcedência,12561.49,0.0,1,1,1,1,1,0
5503781-42.2025.8.10.7091,MA,Não reconhece operação,Genérico,Êxito,Extinção,20894.06,0.0,1,1,1,1,1,0
8600274-10.2025.8.13.5099,MG,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,18329.08,16908.59,1,1,1,1,1,1
4845443-33.2025.8.01.3114,AC,Não reconhece operação,Genérico,Êxito,Improcedência,14066.25,0.0,1,1,1,0,1,1
6000579-46.2025.8.19.2007,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,23650.43,10263.52,0,1,1,1,1,1
3648160-66.2025.8.05.1277,BA,Não reconhece operação,Golpe,Êxito,Improcedência,14210.73,0.0,1,1,1,0,1,1
2261165-86.2025.8.16.4409,PR,Não reconhece operação,Golpe,Êxito,Improcedência,19827.78,0.0,1,1,1,0,1,0
6203599-16.2025.8.20.9635,RN,Não reconhece operação,Golpe,Êxito,Improcedência,16061.89,0.0,1,1,1,1,1,1
8314337-78.2025.8.21.3310,RS,Não reconhece operação,Golpe,Êxito,Improcedência,24466.88,0.0,1,1,0,0,0,0
2606083-20.2025.8.20.2019,RN,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18677.26,6752.8,1,0,0,1,1,1
3960727-59.2025.8.09.0760,GO,Não reconhece operação,Genérico,Êxito,Improcedência,15208.69,0.0,1,1,1,1,1,1
7557694-76.2025.8.20.2724,RN,Não reconhece operação,Golpe,Êxito,Improcedência,14104.84,0.0,1,1,1,1,1,1
3758911-61.2025.8.21.0635,RS,Não reconhece operação,Genérico,Êxito,Improcedência,14906.76,0.0,0,1,1,0,1,1
2555008-13.2025.8.09.0599,GO,Não reconhece operação,Genérico,Êxito,Improcedência,11422.79,0.0,0,1,1,1,1,1
6322166-71.2025.8.03.9952,AP,Não reconhece operação,Golpe,Êxito,Improcedência,8276.0,0.0,1,1,0,1,1,1
7229649-13.2025.8.25.0594,SE,Não reconhece operação,Golpe,Êxito,Improcedência,16497.11,0.0,0,1,0,1,1,1
6887645-17.2025.8.03.1308,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12364.31,12364.31,0,1,0,1,1,0
5289723-14.2025.8.18.2192,PI,Não reconhece operação,Golpe,Êxito,Improcedência,12351.27,0.0,1,1,1,1,1,1
4874348-76.2025.8.07.9568,DF,Não reconhece operação,Golpe,Êxito,Improcedência,14546.27,0.0,1,1,1,1,1,1
2132060-12.2025.8.03.0230,AP,Não reconhece operação,Genérico,Êxito,Extinção,15238.44,0.0,1,1,1,0,0,1
6915886-52.2025.8.22.1198,RO,Não reconhece operação,Golpe,Êxito,Improcedência,15018.39,0.0,1,0,1,1,1,1
8343955-35.2025.8.03.2117,AP,Não reconhece operação,Golpe,Êxito,Extinção,23511.72,0.0,1,1,1,1,0,1
6468592-16.2025.8.19.4120,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,18232.38,0.0,1,1,0,0,1,1
8764383-76.2025.8.19.0131,RJ,Não reconhece operação,Golpe,Não Êxito,Procedência,25324.9,15278.53,0,1,1,0,1,1
3368110-13.2025.8.02.0886,AL,Não reconhece operação,Golpe,Não Êxito,Procedência,12828.14,8883.64,1,1,0,1,1,1
4354117-37.2025.8.05.8877,BA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18827.78,9127.62,0,0,1,1,1,1
4069428-74.2025.8.23.7512,RR,Não reconhece operação,Golpe,Êxito,Extinção,13100.85,0.0,1,1,1,1,1,1
3973132-69.2025.8.14.3566,PA,Não reconhece operação,Golpe,Êxito,Improcedência,12228.81,0.0,1,1,0,0,1,1
5620635-73.2025.8.03.4222,AP,Não reconhece operação,Golpe,Êxito,Improcedência,25510.02,0.0,0,1,1,1,1,1
3696032-47.2025.8.27.2156,TO,Não reconhece operação,Golpe,Êxito,Extinção,11213.02,0.0,1,0,1,1,1,1
1986162-41.2025.8.08.2404,ES,Não reconhece operação,Golpe,Êxito,Improcedência,4031.44,0.0,1,1,1,1,1,1
5826117-25.2025.8.01.7149,AC,Não reconhece operação,Golpe,Êxito,Extinção,11508.4,0.0,1,0,0,1,1,1
5173893-92.2025.8.25.1982,SE,Não reconhece operação,Golpe,Êxito,Improcedência,5127.68,0.0,1,0,1,1,1,1
5855968-60.2025.8.01.5065,AC,Não reconhece operação,Golpe,Êxito,Extinção,10314.2,0.0,1,1,0,0,1,1
1175204-26.2025.8.15.5050,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10768.86,10361.85,1,0,0,1,1,0
3408323-76.2025.8.27.3875,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15155.31,8206.0,1,0,0,1,1,0
3528439-50.2025.8.17.1225,PE,Não reconhece operação,Golpe,Êxito,Improcedência,4925.16,0.0,1,1,1,0,1,1
1702747-47.2025.8.17.4847,PE,Não reconhece operação,Golpe,Êxito,Improcedência,20850.53,0.0,1,1,0,1,1,1
2114023-24.2025.8.13.0285,MG,Não reconhece operação,Golpe,Êxito,Improcedência,5778.1,0.0,1,1,1,1,0,1
1009194-35.2025.8.03.6701,AP,Não reconhece operação,Genérico,Êxito,Improcedência,14355.34,0.0,1,1,0,1,1,1
5904457-47.2025.8.17.2583,PE,Não reconhece operação,Golpe,Êxito,Improcedência,13391.62,0.0,1,1,1,0,1,0
9711843-30.2025.8.25.5378,SE,Não reconhece operação,Genérico,Êxito,Improcedência,19032.05,0.0,1,1,1,1,1,1
9129042-30.2025.8.04.0863,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16707.16,12281.29,0,1,1,0,1,1
6332744-27.2025.8.24.6008,SC,Não reconhece operação,Golpe,Êxito,Improcedência,20805.98,0.0,1,1,0,1,1,1
8312246-70.2025.8.12.8274,MS,Não reconhece operação,Genérico,Não Êxito,Procedência,13208.6,4982.2,1,1,0,1,0,1
2767731-48.2025.8.15.6858,PB,Não reconhece operação,Genérico,Êxito,Improcedência,12701.76,0.0,1,1,1,1,1,1
6524336-45.2025.8.05.0501,BA,Não reconhece operação,Genérico,Êxito,Extinção,17007.69,0.0,0,1,1,1,1,1
7263679-77.2025.8.18.9158,PI,Não reconhece operação,Golpe,Êxito,Improcedência,20032.32,0.0,1,1,0,1,0,0
8994273-66.2025.8.05.9253,BA,Não reconhece operação,Genérico,Êxito,Improcedência,19030.67,0.0,1,1,0,0,1,1
2712399-33.2025.8.08.4211,ES,Não reconhece operação,Golpe,Êxito,Improcedência,16561.28,0.0,1,1,0,1,1,0
4971554-71.2025.8.20.3654,RN,Não reconhece operação,Golpe,Êxito,Extinção,16123.83,0.0,1,1,1,1,1,1
1847846-31.2025.8.02.6338,AL,Não reconhece operação,Golpe,Não Êxito,Procedência,14804.13,10537.62,1,0,0,0,1,0
3473618-52.2025.8.11.6656,MT,Não reconhece operação,Genérico,Êxito,Improcedência,16993.65,0.0,1,1,0,1,0,0
4890047-51.2025.8.18.6173,PI,Não reconhece operação,Golpe,Êxito,Improcedência,24967.28,0.0,1,1,1,1,1,1
8604136-89.2025.8.03.1603,AP,Não reconhece operação,Genérico,Êxito,Improcedência,13791.93,0.0,1,1,1,1,0,1
2859353-10.2025.8.08.8401,ES,Não reconhece operação,Golpe,Êxito,Extinção,13193.7,0.0,1,1,1,1,1,1
9857183-50.2025.8.10.6416,MA,Não reconhece operação,Genérico,Êxito,Extinção,12818.0,0.0,0,1,1,0,0,1
6615203-29.2025.8.16.6708,PR,Não reconhece operação,Genérico,Êxito,Improcedência,16892.78,0.0,1,1,0,0,0,1
1940921-68.2025.8.27.2835,TO,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,4571.14,2524.62,0,1,1,1,0,1
4391478-23.2025.8.21.9079,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,14319.47,13677.38,0,1,1,0,0,1
3243113-60.2025.8.06.2843,CE,Não reconhece operação,Golpe,Não Êxito,Procedência,19303.38,11342.03,0,1,1,1,1,1
3872647-20.2025.8.01.4856,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12400.06,6083.03,0,1,0,0,1,0
3144742-54.2025.8.02.7632,AL,Não reconhece operação,Golpe,Não Êxito,Procedência,15898.32,9270.02,1,1,0,0,1,0
9927980-97.2025.8.18.8307,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,25332.36,21479.17,1,0,1,1,1,1
3780156-18.2025.8.05.3684,BA,Não reconhece operação,Golpe,Êxito,Improcedência,16609.3,0.0,1,1,0,1,1,1
2623214-10.2025.8.07.5461,DF,Não reconhece operação,Golpe,Êxito,Improcedência,3994.67,0.0,1,0,1,0,1,1
7975878-57.2025.8.21.8935,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8064.12,3135.57,1,1,0,1,1,1
4377460-58.2025.8.24.6037,SC,Não reconhece operação,Golpe,Não Êxito,Procedência,13750.56,8181.06,1,1,0,1,1,0
8159663-59.2025.8.21.7815,RS,Não reconhece operação,Genérico,Êxito,Extinção,11037.95,0.0,1,1,1,1,0,0
6539974-83.2025.8.07.8842,DF,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15489.48,12118.99,0,1,0,1,1,1
5833540-83.2025.8.18.7510,PI,Não reconhece operação,Genérico,Êxito,Improcedência,13536.76,0.0,1,1,1,1,0,1
1785743-51.2025.8.18.1669,PI,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,20703.92,16141.6,1,0,0,1,1,1
9440369-88.2025.8.06.1350,CE,Não reconhece operação,Golpe,Êxito,Extinção,9627.21,0.0,1,1,1,0,0,1
8338031-32.2025.8.15.6169,PB,Não reconhece operação,Genérico,Êxito,Improcedência,13964.03,0.0,1,1,0,1,0,1
8420506-22.2025.8.15.0060,PB,Não reconhece operação,Golpe,Êxito,Improcedência,16048.24,0.0,0,1,1,1,1,1
1846152-49.2025.8.13.9431,MG,Não reconhece operação,Golpe,Êxito,Extinção,16656.08,0.0,1,1,1,1,1,1
3024955-43.2025.8.22.3096,RO,Não reconhece operação,Golpe,Êxito,Improcedência,15702.54,0.0,1,1,1,1,0,1
4584893-32.2025.8.19.7182,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,3150.47,2383.71,1,1,0,1,1,0
5999695-56.2025.8.15.7670,PB,Não reconhece operação,Golpe,Êxito,Improcedência,15390.89,0.0,1,1,1,1,0,1
4078766-28.2025.8.20.1479,RN,Não reconhece operação,Golpe,Êxito,Improcedência,14242.47,0.0,1,1,0,1,0,1
3780713-78.2025.8.22.1381,RO,Não reconhece operação,Genérico,Não Êxito,Procedência,19222.24,16180.98,0,1,1,1,1,1
6492933-62.2025.8.17.6468,PE,Não reconhece operação,Golpe,Êxito,Improcedência,18529.69,0.0,1,1,0,1,1,0
9382702-77.2025.8.08.2236,ES,Não reconhece operação,Genérico,Êxito,Extinção,16163.98,0.0,1,1,1,1,0,1
3108193-17.2025.8.22.9110,RO,Não reconhece operação,Genérico,Êxito,Extinção,16518.84,0.0,1,1,1,0,0,0
3736548-43.2025.8.20.1561,RN,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,21618.12,19238.8,1,0,0,1,1,1
3049383-68.2025.8.27.7798,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,20626.51,16543.54,0,0,1,0,1,0
6972799-51.2025.8.05.9540,BA,Não reconhece operação,Genérico,Êxito,Improcedência,16333.2,0.0,1,1,1,1,1,1
8165194-94.2025.8.12.1730,MS,Não reconhece operação,Golpe,Êxito,Improcedência,25509.41,0.0,1,1,0,1,1,0
8265941-40.2025.8.25.6551,SE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11899.74,5522.4,1,1,1,1,0,1
2033618-49.2025.8.14.6860,PA,Não reconhece operação,Golpe,Êxito,Extinção,9165.42,0.0,1,1,1,1,0,0
8909342-38.2025.8.26.9422,SP,Não reconhece operação,Genérico,Êxito,Improcedência,14929.01,0.0,1,1,1,1,1,1
9690160-33.2025.8.01.6114,AC,Não reconhece operação,Golpe,Êxito,Extinção,13147.97,0.0,1,1,0,0,1,1
3090053-67.2025.8.01.5835,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,2885.17,1115.95,0,1,0,0,1,1
3290640-60.2025.8.23.9886,RR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11781.07,7339.59,1,0,0,1,0,1
7449299-12.2025.8.10.7115,MA,Não reconhece operação,Golpe,Êxito,Improcedência,16668.11,0.0,1,1,0,0,1,1
7144502-91.2025.8.15.7639,PB,Não reconhece operação,Golpe,Não Êxito,Procedência,14697.46,7124.86,0,0,1,1,1,1
5367920-38.2025.8.12.7227,MS,Não reconhece operação,Genérico,Êxito,Extinção,11172.22,0.0,0,1,1,1,1,1
7545381-50.2025.8.12.4596,MS,Não reconhece operação,Genérico,Êxito,Improcedência,15189.88,0.0,1,1,1,0,1,0
8809609-52.2025.8.26.4717,SP,Não reconhece operação,Golpe,Êxito,Improcedência,15586.09,0.0,1,1,1,1,1,1
6772407-23.2025.8.04.3574,AM,Não reconhece operação,Golpe,Êxito,Improcedência,18490.95,0.0,1,1,1,1,0,1
3191306-29.2025.8.22.5560,RO,Não reconhece operação,Golpe,Não Êxito,Acordo,11834.45,2460.52,0,1,0,1,0,0
4838538-47.2025.8.25.9903,SE,Não reconhece operação,Golpe,Êxito,Improcedência,19270.07,0.0,1,1,1,1,1,1
1254988-70.2025.8.16.8593,PR,Não reconhece operação,Golpe,Êxito,Improcedência,9630.59,0.0,1,1,1,1,1,1
8850308-75.2025.8.13.6139,MG,Não reconhece operação,Genérico,Êxito,Extinção,12512.2,0.0,1,1,1,1,1,1
5849977-75.2025.8.05.9354,BA,Não reconhece operação,Golpe,Êxito,Improcedência,23318.87,0.0,1,1,1,1,1,1
8092231-83.2025.8.19.1614,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,9958.19,0.0,1,1,1,0,1,1
1648898-97.2025.8.11.3835,MT,Não reconhece operação,Golpe,Êxito,Improcedência,11749.73,0.0,0,1,1,0,1,1
5092707-57.2025.8.05.7484,BA,Não reconhece operação,Golpe,Êxito,Extinção,8833.38,0.0,1,1,1,1,1,0
8107309-37.2025.8.10.8184,MA,Não reconhece operação,Golpe,Êxito,Extinção,10922.93,0.0,1,1,1,1,0,1
2941482-47.2025.8.26.2584,SP,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,15661.12,8834.98,0,1,0,1,1,1
8235516-70.2025.8.08.4567,ES,Não reconhece operação,Genérico,Êxito,Improcedência,18449.08,0.0,1,1,0,1,0,1
5748081-98.2025.8.05.9440,BA,Não reconhece operação,Genérico,Não Êxito,Procedência,14890.74,8956.04,1,0,0,1,1,1
